"","neigh","long","lat","zipcode","value","closest_int"
"59","1",-84.557181,33.912473,"30065",-0.213440683000951,"1"
"60","1",-84.51475,34.027533,"30066",-0.851051113947263,"1"
"61","1",-84.47633,33.933002,"30067",0.614202238049367,"1"
"62","1",-84.4433,33.965601,"30068",0.920850499756841,"1"
"63","1",-84.557181,33.912473,"30069",1.53901641170011,"1"
"64","1",-83.89821,33.576043,"30070",-1.0810703958771,"1"
"65","1",-84.2062,33.940768,"30071",0.215233090338934,"1"
"66","1",-84.20642,33.791505,"30072",-0.170633811481391,"1"
"67","1",-84.25,33.7,"30073",0.751837183750754,"1"
"68","1",-84.07456,33.891251,"30074",-1.15608429187084,"1"
"69","1",-84.38539,34.049789,"30075",1.24953784508142,"1"
"70","1",-84.31774,34.032532,"30076",0.670634599565916,"1"
"71","1",-84.47405,33.844371,"30077",1.43121218468476,"1"
"72","1",-84.01807,33.860955,"30078",-0.148090568563445,"1"
"73","1",-84.25994,33.791537,"30079",0.365250024775642,"1"
"74","1",-84.50382,33.87578,"30080",-0.0460221585180034,"1"
"75","1",-84.71062,33.858836,"30081",-0.955705793521557,"1"
"76","1",-84.53744,33.859137,"30082",2.67541798013007,"1"
"77","1",-84.19771,33.795622,"30083",0.220171491123874,"1"
"78","1",-84.22036,33.853853,"30084",1.84482550519832,"1"
"79","1",-84.07456,33.891251,"30085",-0.41687356609442,"1"
"80","1",-84.07456,33.891251,"30086",-1.16654117401698,"1"
"81","1",-84.13167,33.817438,"30087",-0.788149728973225,"1"
"82","1",-84.17938,33.762106,"30088",-1.22779922317107,"1"
"83","1",-84.547082,33.952451,"30090",0.939558243450824,"1"
"84","1",-84.037859,33.960353,"30091",0.0769262450332772,"1"
"85","1",-84.23261,33.9692,"30092",-1.42623320204966,"1"
"86","1",-84.1794,33.909952,"30093",-0.229488367072116,"1"
"87","1",-84.04633,33.621906,"30094",-0.547420901067546,"1"
"88","1",-84.13045,34.025598,"30095",1.28942189489469,"1"
"89","1",-84.15118,33.979401,"30096",-1.43181768822778,"1"
"90","1",-84.14294,34.020621,"30097",0.390461616135667,"1"
"91","1",-84.037859,33.960353,"30098",-0.953799209561399,"1"
"92","1",-84.105011,33.959535,"30099",0.361838034213244,"1"
"93","1",-84.68483,34.052285,"30101",-0.180171984505417,"1"
"94","1",-84.6183,34.097998,"30102",-1.49053635631696,"1"
"95","1",-84.92452,34.368647,"30103",-2.13042653736207,"1"
"96","1",-85.07227,34.065792,"30104",-0.302972853735047,"1"
"97","1",-85.15313,34.448075,"30105",0.428123051203424,"1"
"98","1",-84.62593,33.828061,"30106",-1.48431528866801,"1"
"99","1",-84.37204,34.344939,"30107",0.0369686708144969,"1"
"100","1",-85.26088,33.533934,"30108",0.594583353773923,"1"
"101","1",-85.136227,33.653355,"30109",-0.368526274623408,"1"
"102","1",-85.14282,33.723939,"30110",0.127594305111472,"1"
"103","1",-84.557181,33.912473,"30111",0.42048102687045,"1"
"104","1",-85.08,33.58,"30112",-0.316679465271064,"1"
"105","1",-85.20291,33.84627,"30113",0.330911724068195,"1"
"106","1",-84.50402,34.228478,"30114",1.41687017266076,"1"
"107","1",-84.43884,34.194029,"30115",0.0752644035811402,"1"
"108","1",-85.02254,33.560454,"30116",-2.5522400886372,"1"
"109","1",-85.1062,33.588486,"30117",-1.56928450181679,"1"
"110","1",-85.09612,33.571176,"30118",0.682813944847996,"1"
"111","1",-85.073582,33.618931,"30119",-0.94302152240894,"1"
"112","1",-84.82764,34.167327,"30120",0.850126673678667,"1"
"113","1",-84.77533,34.200264,"30121",1.19223965123781,"1"
"114","1",-84.64484,33.776137,"30122",-0.0408790983445671,"1"
"115","1",-84.845684,34.244179,"30123",-0.0745350831019367,"1"
"116","1",-85.34001,34.118206,"30124",0.856159933542214,"1"
"117","1",-85.25762,34.010162,"30125",-0.795862638692853,"1"
"118","1",-84.56087,33.817738,"30126",1.98847466545091,"1"
"119","1",-84.68784,33.874553,"30127",0.783703402939689,"1"
"120","1",-85.233721,34.333308,"30129",-0.225393961552001,"1"
"121","1",-84.84463,33.945735,"30132",0.586656929370699,"1"
"122","1",-84.744595,33.68966,"30133",0.942524337210816,"1"
"123","1",-84.74967,33.769636,"30134",-1.36444132703352,"1"
"124","1",-84.73756,33.701554,"30135",-0.0299620936729217,"1"
"125","1",-84.75579,34.124283,"30137",-0.876515540599478,"1"
"126","1",-85.172297,33.99994,"30138",0.952520624086911,"1"
"127","1",-84.70133,34.434629,"30139",-1.04121502208258,"1"
"128","1",-85.234946,33.88232,"30140",1.29586832685826,"1"
"129","1",-84.77103,33.867574,"30141",0.0430869883747811,"1"
"130","1",-84.458326,34.242944,"30142",-1.31623995723843,"1"
"131","1",-84.41583,34.454934,"30143",-0.249130351981418,"1"
"132","1",-84.59706,34.038949,"30144",-0.0852116634836346,"1"
"133","1",-84.97801,34.237986,"30145",0.407980218045911,"1"
"134","1",-84.458326,34.242944,"30146",-0.528939319568043,"1"
"135","1",-85.18084,34.175095,"30147",0.424884703104259,"1"
"136","1",-84.25925,34.452988,"30148",-2.4556475373879,"1"
"137","1",-85.182085,34.280355,"30149",1.52643186344277,"1"
"138","1",-85.181782,33.643002,"30150",-0.529638620427563,"1"
"139","1",-84.458326,34.242944,"30151",-0.0486977884143046,"1"
"140","1",-84.63392,34.002147,"30152",0.513772136615742,"1"
"141","1",-85.05508,33.987497,"30153",0.69967992139198,"1"
"142","1",-84.744595,33.68966,"30154",0.706123793882705,"1"
"143","1",-84.65,33.99,"30156",-1.41514081015399,"1"
"144","1",-84.8346,33.892504,"30157",1.3716979907945,"1"
"145","1",-84.65,33.99,"30160",-2.17321524570498,"1"
"146","1",-85.15312,34.253343,"30161",0.561973099400339,"1"
"147","1",-85.213817,34.290508,"30162",1.73712415138158,"1"
"148","1",-85.233721,34.333308,"30163",-0.549899674770852,"1"
"149","1",-85.233721,34.333308,"30164",1.3715701273221,"1"
"150","1",-85.23825,34.281423,"30165",0.33398287037839,"1"
"151","1",-85.030663,33.571329,"30166",0.495140741274179,"1"
"152","1",-84.60621,33.797456,"30168",-0.226629208000208,"1"
"153","1",-84.3,34.14,"30169",0.617770121109303,"1"
"154","1",-85.16973,33.434562,"30170",-0.325711033054845,"1"
"155","1",-84.73232,34.346142,"30171",1.10396151629348,"1"
"156","1",-85.233721,34.333308,"30172",-0.831815153405715,"1"
"157","1",-85.14342,34.145931,"30173",-1.23541163632878,"1"
"158","1",-84.51135,34.537611,"30175",0.147802950219891,"1"
"159","1",-85.29304,33.748838,"30176",0.246484903513351,"1"
"160","1",-84.38462,34.418116,"30177",-0.139108740315493,"1"
"161","1",-84.97274,34.113826,"30178",-0.277349601029573,"1"
"162","1",-85.02667,33.76324,"30179",0.34799959735327,"1"
"163","1",-84.92356,33.718079,"30180",0.428439275698562,"1"
"164","1",-85.23497,33.658254,"30182",0.169011265011107,"1"
"165","1",-84.577,34.332315,"30183",0.687882542915509,"1"
"166","1",-84.72539,34.236128,"30184",-0.954597205392848,"1"
"167","1",-84.91725,33.517698,"30185",0.0815485435403052,"1"
"168","1",-84.83809,33.670405,"30187",1.65609162528853,"1"
"169","1",-84.4843,34.108027,"30188",1.93192389202232,"1"
"170","1",-84.57176,34.117565,"30189",-1.5781734248959,"1"
"171","1",-84.240414,34.062176,"30202",-2.3001427198376,"1"
"172","1",-84.464401,33.288993,"30203",0.86988976105356,"1"
"173","1",-84.14862,33.05413,"30204",-1.0184748406518,"1"
"174","1",-84.46706,33.275707,"30205",-2.25686874043278,"1"
"175","1",-84.45541,33.109599,"30206",0.195381274026056,"1"
"176","1",-84.288803,33.278205,"30212",-0.204638921388201,"1"
"177","1",-84.59321,33.565662,"30213",-0.882959303297566,"1"
"178","1",-84.47668,33.47875,"30214",2.47448718543095,"1"
"179","1",-84.46271,33.40147,"30215",-1.85966605691098,"1"
"180","1",-83.89284,33.251174,"30216",-0.622490999971762,"1"
"181","1",-85.12243,33.298014,"30217",1.52973642291482,"1"
"182","1",-84.58776,33.121379,"30218",-1.12499259982711,"1"
"183","1",-85.170588,33.157214,"30219",0.0482720141205437,"1"
"184","1",-84.82543,33.230734,"30220",-2.10250249787236,"1"
"185","1",-84.73593,33.034761,"30222",0.340202754850447,"1"
"186","1",-84.27306,33.268185,"30223",1.50157540848382,"1"
"187","1",-84.25427,33.215454,"30224",-0.0994051063214892,"1"
"188","1",-84.30152,33.401827,"30228",-1.74172652293726,"1"
"189","1",-84.56854,33.232156,"30229",-1.72789888413933,"1"
"190","1",-84.91737,33.173516,"30230",0.230971315838785,"1"
"191","1",-84.504403,33.403811,"30232",2.42953220083294,"1"
"192","1",-83.97568,33.294522,"30233",-0.754233045720192,"1"
"193","1",-84.03346,33.325951,"30234",0.29693322244014,"1"
"194","1",-84.33347,33.528345,"30236",-0.143001612605721,"1"
"195","1",-84.351273,33.500697,"30237",0.26797664435604,"1"
"196","1",-84.37871,33.49348,"30238",0.159303836946389,"1"
"197","1",-85.0745,33.029838,"30240",-0.541021145231139,"1"
"198","1",-84.98895,33.036715,"30241",-0.54148819913726,"1"
"199","1",-84.10645,33.351277,"30248",-2.03238619410278,"1"
"200","1",-84.31519,33.437428,"30250",0.476690460860462,"1"
"201","1",-84.69943,33.201986,"30251",0.811346903418768,"1"
"202","1",-84.08154,33.464387,"30252",-0.0658695004449508,"1"
"203","1",-84.17215,33.455031,"30253",0.172776982569303,"1"
"204","1",-84.32187,33.015476,"30256",-0.150121626271368,"1"
"205","1",-84.19386,33.136567,"30257",-1.99040812749543,"1"
"206","1",-84.47168,32.999261,"30258",0.626241206424662,"1"
"207","1",-84.75388,33.277468,"30259",-0.12931075899408,"1"
"208","1",-84.33011,33.58776,"30260",0.283001054617795,"1"
"209","1",-85.048995,33.04567,"30261",1.12519044076534,"1"
"210","1",-84.82536,33.38779,"30263",0.601997389358229,"1"
"211","1",-84.814173,33.361003,"30264",2.37236548098735,"1"
"212","1",-84.71206,33.400875,"30265",-1.70497754507837,"1"
"213","1",-84.298964,33.265656,"30266",-0.723249756727385,"1"
"214","1",-84.69453,33.527793,"30268",0.150979757991119,"1"
"215","1",-84.57062,33.398992,"30269",0.878654086426698,"1"
"216","1",-84.6,33.4,"30270",-0.961407648774962,"1"
"217","1",-84.756109,33.351401,"30271",-0.758415456966682,"1"
"218","1",-84.516327,33.625894,"30272",-1.15753625990317,"1"
"219","1",-84.26906,33.582877,"30273",0.313762884092763,"1"
"220","1",-84.40108,33.555145,"30274",-0.13508166903825,"1"
"221","1",-84.86733,33.431181,"30275",1.772613153954,"1"
"222","1",-84.58017,33.281102,"30276",-0.914745017942032,"1"
"223","1",-84.65511,33.387534,"30277",1.77275669261476,"1"
"224","1",-84.21809,33.547578,"30281",0.0976450181918762,"1"
"225","1",-83.965099,33.295159,"30283",-0.343152932053384,"1"
"226","1",-84.289814,33.345253,"30284",-1.50003283977922,"1"
"227","1",-84.25092,32.995865,"30285",-0.0301314598262398,"1"
"228","1",-84.33084,32.895794,"30286",0.757800711214998,"1"
"229","1",-84.351273,33.500697,"30287",-0.278862457238027,"1"
"230","1",-84.32753,33.647275,"30288",-1.52938170068359,"1"
"231","1",-84.637108,33.32603,"30289",-1.65253678516093,"1"
"232","1",-84.58724,33.48012,"30290",-0.886437311249516,"1"
"233","1",-84.54611,33.580878,"30291",-0.148888846920455,"1"
"234","1",-84.37168,33.169646,"30292",-0.234472808379714,"1"
"235","1",-84.5903,32.973728,"30293",-1.51362652287253,"1"
"236","1",-84.26822,33.639658,"30294",0.646061358694474,"1"
"237","1",-84.31252,33.101705,"30295",1.42574979510535,"1"
"238","1",-84.43987,33.564711,"30296",2.24327487784315,"1"
"239","1",-84.36704,33.615409,"30297",-0.735409968242836,"1"
"240","1",-84.351273,33.500697,"30298",1.29511254588262,"1"
"241","1",-84.47405,33.844371,"30301",-0.223048669927972,"1"
"242","1",-84.47405,33.844371,"30302",-0.200223161095387,"1"
"243","1",-84.39013,33.752856,"30303",0.0741410975623678,"1"
"244","1",-84.429296,33.848196,"30304",1.90951873251267,"1"
"245","1",-84.38472,33.830054,"30305",-1.22318584373724,"1"
"246","1",-84.35149,33.786755,"30306",-0.0235271505127036,"1"
"247","1",-84.33786,33.768205,"30307",-0.883154754160892,"1"
"248","1",-84.38065,33.771755,"30308",-1.22837871156081,"1"
"249","1",-84.38525,33.794055,"30309",0.235575205662634,"1"
"250","1",-84.41983,33.727807,"30310",0.77437142479307,"1"
"251","1",-84.47131,33.724907,"30311",-0.116041545292918,"1"
"252","1",-84.3764,33.745739,"30312",0.419845134098069,"1"
"253","1",-84.39599,33.761223,"30313",-0.169099445251298,"1"
"254","1",-84.42268,33.758056,"30314",1.13524497168461,"1"
"255","1",-84.38365,33.709595,"30315",1.96142137344147,"1"
"256","1",-84.34087,33.729506,"30316",0.969989164915104,"1"
"257","1",-84.31854,33.750005,"30317",1.60851323965714,"1"
"258","1",-84.437,33.786805,"30318",-1.01958838696315,"1"
"259","1",-84.33611,33.872053,"30319",-0.193890977495401,"1"
"260","1",-84.423648,33.656824,"30320",-0.8609284831542,"1"
"261","1",-84.47405,33.844371,"30321",-0.929114694969633,"1"
"262","1",-84.3238,33.793754,"30322",0.283272060246916,"1"
"263","1",-84.47405,33.844371,"30323",-0.633087123318977,"1"
"264","1",-84.35779,33.818304,"30324",-0.217602896561006,"1"
"265","1",-84.47405,33.844371,"30325",-0.827860768865041,"1"
"266","1",-84.3606,33.849853,"30326",0.781736796572561,"1"
"267","1",-84.41972,33.86427,"30327",-1.09893304987454,"1"
"268","1",-84.37817,33.931746,"30328",0.437290223135255,"1"
"269","1",-84.32355,33.827554,"30329",0.0417587089695321,"1"
"270","1",-84.432127,33.707107,"30330",0.115221936230503,"1"
"271","1",-84.52728,33.715558,"30331",0.847935241628137,"1"
"272","1",-84.397976,33.776305,"30332",0.120337337859036,"1"
"273","1",-84.07456,33.891251,"30333",-0.249300099430561,"1"
"274","1",-84.439127,33.702657,"30334",-1.3454436875564,"1"
"275","1",-84.389676,33.752406,"30335",0.797046149112718,"1"
"276","1",-84.56032,33.744007,"30336",0.407438638637074,"1"
"277","1",-84.4538,33.646984,"30337",-1.24188453919937,"1"
"278","1",-84.31769,33.942751,"30338",0.568481543310746,"1"
"279","1",-84.46615,33.87507,"30339",-0.799050419735669,"1"
"280","1",-84.25367,33.899381,"30340",-1.44034518440926,"1"
"281","1",-84.29321,33.888102,"30341",0.263703660416299,"1"
"282","1",-84.37203,33.879003,"30342",-0.244311991911409,"1"
"283","1",-84.47405,33.844371,"30343",-1.60308749629532,"1"
"284","1",-84.44977,33.676258,"30344",1.35275348230813,"1"
"285","1",-84.28412,33.851736,"30345",0.797205816835973,"1"
"286","1",-84.33877,33.926753,"30346",-0.899813653739374,"1"
"287","1",-84.47405,33.844371,"30347",0.351223001911695,"1"
"288","1",-84.47405,33.844371,"30348",0.657935744897002,"1"
"289","1",-84.49033,33.61541,"30349",-1.69912802609939,"1"
"290","1",-84.32775,33.97285,"30350",-1.02118880883855,"1"
"291","1",-84.47405,33.844371,"30351",1.16375541283719,"1"
"292","1",-84.47405,33.844371,"30353",-1.986970061038,"1"
"293","1",-84.39682,33.658834,"30354",0.0950618605679258,"1"
"294","1",-84.47405,33.844371,"30355",1.23833713054209,"1"
"295","1",-84.07456,33.891251,"30356",-1.2824189248923,"1"
"296","1",-84.47405,33.844371,"30357",-1.55429835684484,"1"
"297","1",-84.34112,33.998151,"30358",1.70540559498749,"1"
"298","1",-84.07456,33.891251,"30359",-0.0184560064546487,"1"
"299","1",-84.27215,33.934536,"30360",0.405056706106385,"1"
"300","1",-84.47405,33.844371,"30361",-0.823590441650432,"1"
"301","1",-84.07456,33.891251,"30362",0.927146912571748,"1"
"302","1",-84.47405,33.844371,"30363",0.27514479401185,"1"
"303","1",-84.47405,33.844371,"30364",-0.934306515680524,"1"
"304","1",-84.47405,33.844371,"30365",-2.12349114315546,"1"
"305","1",-84.07456,33.891251,"30366",-2.00007410787972,"1"
"306","1",-84.387276,33.789255,"30367",-0.296874329688698,"1"
"307","1",-84.47405,33.844371,"30368",0.224657638525885,"1"
"308","1",-84.47405,33.844371,"30369",1.74032119379384,"1"
"309","1",-84.47405,33.844371,"30370",-0.45522260765284,"1"
"310","1",-84.47405,33.844371,"30371",0.886696125463557,"1"
"311","1",-84.47405,33.844371,"30374",-0.635563909026348,"1"
"312","1",-84.47405,33.844371,"30375",1.10232566152836,"1"
"313","1",-84.47405,33.844371,"30376",0.00259771164529216,"1"
"314","1",-84.47405,33.844371,"30377",0.26692724759907,"1"
"315","1",-84.47405,33.844371,"30378",0.173131961500937,"1"
"316","1",-84.47405,33.844371,"30379",0.962999762080188,"1"
"317","1",-84.47405,33.844371,"30380",-1.31453067414216,"1"
"318","1",-84.47405,33.844371,"30381",-0.256225316592819,"1"
"319","1",-84.47405,33.844371,"30384",1.15929901694456,"1"
"320","1",-84.47405,33.844371,"30385",0.830685108956962,"1"
"321","1",-84.47405,33.844371,"30386",2.2211033704717,"1"
"322","1",-84.47405,33.844371,"30387",0.611008161157816,"1"
"323","1",-84.47405,33.844371,"30388",-0.548820128759179,"1"
"324","1",-84.47405,33.844371,"30389",1.05389216282846,"1"
"325","1",-84.47405,33.844371,"30390",0.189442029591947,"1"
"326","1",-84.47405,33.844371,"30392",-0.662571906632728,"1"
"327","1",-84.47405,33.844371,"30394",-1.60316698963103,"1"
"328","1",-84.47405,33.844371,"30396",-1.19096050901358,"1"
"329","1",-84.47405,33.844371,"30398",-1.00373454796479,"1"
"330","1",-84.47405,33.844371,"30399",-0.984992815773281,"1"
"331","1",-84.450276,33.696073,"30444",-2.33684513236405,"1"
"332","1",-83.82352,34.306643,"30501",1.55834616280256,"1"
"333","1",-83.794858,34.212993,"30502",-0.217848628824678,"1"
"334","1",-83.950541,34.345432,"30503",-0.50838228213176,"1"
"335","1",-83.87003,34.274355,"30504",-2.06021746088642,"1"
"336","1",-83.838936,34.306188,"30505",-0.0858531853646728,"1"
"337","1",-83.901,34.346102,"30506",0.954277559953334,"1"
"338","1",-83.77348,34.253714,"30507",0.225878139960937,"1"
"339","1",-83.58913,34.455729,"30510",-0.217910844635016,"1"
"340","1",-83.50035,34.469971,"30511",0.438555969355087,"1"
"341","1",-84.037859,33.960353,"30515",-1.3035901666959,"1"
"342","1",-83.05998,34.370551,"30516",-0.256367110051044,"1"
"343","1",-83.78604,34.121974,"30517",0.621834350504496,"1"
"344","1",-84.01804,34.12115,"30518",0.400522657386045,"1"
"345","1",-83.94701,34.089419,"30519",-0.28481917754913,"1"
"346","1",-83.09656,34.338008,"30520",1.31634334610582,"1"
"347","1",-83.28544,34.360544,"30521",-2.10748036197912,"1"
"348","1",-83.78599,34.481514,"30527",-1.58528554122564,"1"
"349","1",-83.76194,34.595859,"30528",-0.482827079660918,"1"
"350","1",-83.46842,34.210423,"30529",2.25951838805775,"1"
"351","1",-83.38389,34.209907,"30530",0.0620431648181812,"1"
"352","1",-83.54118,34.514215,"30531",-0.662197122248388,"1"
"353","1",-83.99718,34.542098,"30533",1.18403989822206,"1"
"354","1",-84.10849,34.416521,"30534",-0.799465024843879,"1"
"355","1",-83.55992,34.573072,"30535",-0.344536286727351,"1"
"356","1",-84.33,34.66,"30536",-1.57206116677089,"1"
"357","1",-83.25811,34.511618,"30538",0.841275293949907,"1"
"358","1",-84.47154,34.680011,"30539",1.77745726939246,"1"
"359","1",-84.46716,34.688716,"30540",1.9989283087803,"1"
"360","1",-83.91813,34.188281,"30542",-1.00142752928883,"1"
"361","1",-83.65226,34.299459,"30543",-0.598956539655475,"1"
"362","1",-83.47738,34.348822,"30547",0.0111026036697078,"1"
"363","1",-83.77864,34.097915,"30548",0.00336865463696375,"1"
"364","1",-83.58251,34.112581,"30549",-0.389265339857853,"1"
"365","1",-83.09448,34.450501,"30553",-1.06626567497902,"1"
"366","1",-83.65979,34.391688,"30554",0.373904672889726,"1"
"367","1",-83.17539,34.491829,"30557",1.03661352170657,"1"
"368","1",-83.56058,34.258054,"30558",1.50210256088502,"1"
"369","1",-83.47201,34.549681,"30563",-0.955365700876547,"1"
"370","1",-83.88442,34.466226,"30564",-0.519445834681215,"1"
"371","1",-83.41617,34.094345,"30565",-0.465776864361457,"1"
"372","1",-83.89115,34.236556,"30566",0.493409040964671,"1"
"373","1",-83.68536,34.167309,"30567",-0.888921065992158,"1"
"374","1",-83.71124,34.191571,"30575",-0.33711272156537,"1"
"375","1",-83.980879,34.527671,"30597",0.770178401025051,"1"
"376","1",-83.587419,34.130594,"30599",1.14904005767654,"1"
"377","1",-83.36423,33.979016,"30601",0.529649788543078,"1"
"378","1",-83.3749,33.948432,"30602",0.520843456789382,"1"
"379","1",-83.408897,33.947587,"30603",0.748751309531117,"1"
"380","1",-83.38908,33.944339,"30604",-0.868150935570591,"1"
"381","1",-83.34529,33.925085,"30605",-0.19646940949649,"1"
"382","1",-83.41732,33.945619,"30606",0.0855200114908332,"1"
"383","1",-83.43565,34.013154,"30607",0.896188981463932,"1"
"384","1",-83.38908,33.944339,"30608",-0.0843605312292778,"1"
"385","1",-83.37743,33.946364,"30609",0.198342140131946,"1"
"386","1",-83.38908,33.944339,"30610",-0.026134706932546,"1"
"387","1",-83.38908,33.944339,"30612",-0.608726172974531,"1"
"388","1",-83.39828,33.962364,"30613",0.464299016876105,"1"
"389","1",-83.24825,33.863663,"30619",-0.977007137136192,"1"
"390","1",-83.73524,33.928949,"30620",1.29090564904391,"1"
"391","1",-83.48164,33.804849,"30621",-0.0391181900382497,"1"
"392","1",-83.51552,33.927792,"30622",-1.46165395021358,"1"
"393","1",-83.511055,33.754235,"30623",1.37775554515049,"1"
"394","1",-83.03375,34.193943,"30624",-0.565804294329487,"1"
"395","1",-83.34676,33.527207,"30625",-0.680012029092739,"1"
"396","1",-82.97819,33.994139,"30627",-0.576447840730849,"1"
"397","1",-83.21997,34.041416,"30628",0.365333660177885,"1"
"398","1",-83.11913,34.072573,"30629",0.388739075911337,"1"
"399","1",-83.15548,33.892957,"30630",0.0892039185749237,"1"
"400","1",-83.24654,34.17085,"30633",0.612255323552919,"1"
"401","1",-82.94112,34.212836,"30634",-0.320908778787209,"1"
"402","1",-82.825,34.119972,"30635",-0.549110107257223,"1"
"403","1",-83.42456,33.775001,"30638",0.405418456610538,"1"
"404","1",-83.14746,34.281721,"30639",-0.0147989485994961,"1"
"405","1",-83.57597,33.766057,"30641",-1.02984336751584,"1"
"406","1",-83.19797,33.547041,"30642",-0.549142801620415,"1"
"407","1",-82.9201,34.366948,"30643",0.814846649265717,"1"
"408","1",-83.516374,33.801274,"30645",-1.10362210772232,"1"
"409","1",-83.31318,34.065588,"30646",-0.238255085901625,"1"
"410","1",-83.288117,34.120239,"30647",1.56817567104141,"1"
"411","1",-83.06063,33.863779,"30648",-1.02510576291714,"1"
"412","1",-83.47936,33.588436,"30650",-0.602824056397732,"1"
"413","1",-83.364156,33.559342,"30652",-0.406356301365661,"1"
"414","1",-83.69901,33.786041,"30655",0.305809987189924,"1"
"415","1",-83.71899,33.857423,"30656",-0.250817299910599,"1"
"416","1",-82.94624,33.775127,"30660",-0.304303359875257,"1"
"417","1",-83.12842,34.270167,"30662",0.842454776577284,"1"
"418","1",-83.61157,33.614556,"30663",-0.997863226590225,"1"
"419","1",-83.07787,33.535009,"30665",0.374139968334872,"1"
"420","1",-83.58491,33.957713,"30666",-0.789536402867375,"1"
"421","1",-83.16666,33.784316,"30667",0.295474360978028,"1"
"422","1",-83.08857,33.652489,"30669",0.433848812975376,"1"
"423","1",-83.18538,33.748344,"30671",-0.484906790194343,"1"
"424","1",-83.41232,33.849286,"30677",1.7938079245739,"1"
"425","1",-83.71061,33.992538,"30680",-0.52171425267537,"1"
"426","1",-83.2673,33.954047,"30683",-1.50305678914933,"1"
"427","1",-84.93798,34.4966,"30701",0.218028607651612,"1"
"428","1",-84.762161,34.479066,"30703",0.931357050119633,"1"
